card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fights_location,round_format,round_fought,weight_class,winner,winning_method,fight_year,SApM_f1,SLpM_f1,height_f1,reach_f1,stance_f1,strAcc_f1,strDef_f1,subAvg_f1,tdAcc_f1,tdAvg_f1,tdDef_f1,weight_f1,born_year_f1,win_f1,lose_f1,draw_f1,nc_f1,SApM_f2,SLpM_f2,height_f2,reach_f2,stance_f2,strAcc_f2,strDef_f2,subAvg_f2,tdAcc_f2,tdAvg_f2,tdDef_f2,weight_f2,born_year_f2,win_f2,lose_f2,draw_f2,nc_f2,f1_age_when_fight,f2_age_when_fight
UFC Fight Night: Thompson vs. Till,Molly McCann,0.34,50,4,2,Gillian Robertson,0.3,33,0,0,"Liverpool, England, United Kingdom",3,2,Women's Flyweight,0,SUB,2018,4.87,5.67,162.56,62.0,Orthodox,0.49,0.65,0.6,0.32,1.7,0.34,125,1990,11,4,0,0,2.52,2.01,165.1,63.0,Orthodox,0.49,0.51,0.9,0.47,2.54,0.16,125,1995,9,6,0,0,28,23
UFC Fight Night: Thompson vs. Till,Brad Scott,0.37,155,0,0,Carlo Pedersoli Jr.,0.37,179,4,3,"Liverpool, England, United Kingdom",3,3,Welterweight,0,S-DEC,2018,4.31,3.52,185.42,76.0,Orthodox,0.41,0.57,0.7,0.15,0.32,0.63,170,1989,11,6,0,0,4.12,4.17,180.34,75.0,Southpaw,0.37,0.61,0.0,0.44,2.91,0.0,170,1993,11,3,0,0,29,25
UFC 226: Miocic vs. Cormier,Gilbert Burns,0.64,34,0,0,Dan Hooker,0.46,28,1,0,"Las Vegas, Nevada, USA",3,1,Lightweight,0,KO/TKO,2018,2.9,3.12,177.8,71.0,Orthodox,0.46,0.55,0.6,0.36,2.16,0.5,170,1986,20,4,0,0,4.92,4.95,182.88,75.0,Switch,0.48,0.51,0.3,0.34,0.72,0.79,155,1990,20,10,0,0,32,28
UFC 226: Miocic vs. Cormier,Emily Whitmire,0.42,117,3,0,Jamie Moyle,0.28,183,2,1,"Las Vegas, Nevada, USA",3,3,Women's Strawweight,1,U-DEC,2018,3.08,2.71,165.1,63.0,Orthodox,0.3,0.54,0.6,0.5,1.1,0.7,115,1991,4,4,0,0,4.0,4.51,154.94,65.0,Orthodox,0.51,0.65,0.0,0.21,1.0,0.5,115,1989,4,3,0,0,27,29
UFC Fight Night: Dos Santos vs. Ivanov,Jessica Aguilar,0.64,199,6,0,Jodie Esquibel,0.42,190,2,0,"Boise, Idaho, USA",3,3,Women's Strawweight,1,U-DEC,2018,7.19,4.93,160.02,63.0,Orthodox,0.5,0.53,0.2,0.25,0.94,0.5,115,1982,20,8,0,0,7.37,4.1,154.94,64.0,Orthodox,0.31,0.52,0.0,0.21,0.75,0.83,115,1986,6,6,0,0,36,32
The Ultimate Fighter: Undefeated Finale,Oskar Piechota,0.49,104,4,3,Gerald Meerschaert,0.43,53,1,1,"Las Vegas, Nevada, USA",3,2,Middleweight,0,SUB,2018,3.93,3.3,182.88,76.0,Southpaw,0.52,0.51,1.5,0.4,0.61,0.38,185,1990,11,3,1,1,3.75,3.41,185.42,77.0,Southpaw,0.44,0.52,1.8,0.4,2.58,0.43,185,1987,33,14,0,0,28,31
UFC 227: Dillashaw vs. Garbrandt 2,Marlon Vera,0.52,86,4,1,Wuliji Buren,0.5,61,4,2,"Los Angeles, California, USA",3,2,Bantamweight,1,KO/TKO,2018,4.08,3.91,172.72,70.0,Switch,0.5,0.51,1.3,0.42,0.88,0.69,135,1992,17,7,1,0,2.96,1.63,175.26,69.0,Orthodox,0.42,0.56,0.4,0.42,3.38,0.71,135,1989,9,6,0,0,26,29
UFC 228: Woodley vs. Till,Robert Sanchez,0.4,40,4,1,Jarred Brooks,0.57,42,4,2,"Dallas, Texas, USA",3,3,Flyweight,0,S-DEC,2018,1.78,0.96,167.64000000000001,66.0,Orthodox,0.4,0.46,0.7,0.62,3.61,0.5,125,1986,8,2,0,0,1.66,2.12,160.02,62.0,Switch,0.46,0.62,0.6,0.57,4.54,0.69,125,1993,13,2,0,0,32,25
UFC 229: Khabib vs. McGregor,Yana Kunitskaya,0.49,87,0,0,Lina Lansberg,0.64,111,8,5,"Las Vegas, Nevada, USA",3,3,Women's Bantamweight,1,U-DEC,2018,2.94,4.28,167.64000000000001,68.0,Orthodox,0.56,0.5,0.2,0.53,1.53,0.5,135,1989,14,6,0,1,3.7,2.76,170.18,65.0,Orthodox,0.57,0.44,0.1,0.33,0.71,0.5,135,1982,10,5,0,0,29,36
UFC Fight Night: Shogun vs. Smith,Damian Stasiak,0.48,49,8,3,Pingyuan Liu,0.41,77,1,1,"Hamburg, Hamburg, Germany",3,3,Bantamweight,0,U-DEC,2018,3.1,1.86,165.1,70.0,Orthodox,0.36,0.52,0.6,0.35,2.64,0.43,135,1990,10,6,0,0,2.99,2.36,167.64000000000001,72.0,Orthodox,0.33,0.54,1.0,0.2,0.25,0.56,135,1993,13,7,0,0,28,25
UFC 229: Khabib vs. McGregor,Nik Lentz,0.48,27,0,0,Gray Maynard,0.74,101,5,2,"Las Vegas, Nevada, USA",3,2,Lightweight,1,KO/TKO,2018,3.25,3.44,172.72,68.0,Orthodox,0.47,0.5,1.2,0.32,3.3,0.43,145,1984,30,12,2,1,2.64,1.92,175.26,70.0,Orthodox,0.32,0.66,0.7,0.47,2.91,0.81,155,1979,13,7,1,1,34,39
UFC 229: Khabib vs. McGregor,Ryan LaFlare,0.51,68,1,0,Anthony Rocco Martin,0.46,77,0,0,"Las Vegas, Nevada, USA",3,3,Welterweight,0,KO/TKO,2018,1.86,2.89,185.42,74.0,Southpaw,0.4,0.63,0.2,0.44,2.13,0.58,170,1983,14,3,0,0,2.59,2.68,182.88,73.0,Orthodox,0.37,0.58,1.0,0.27,0.71,0.68,170,1989,17,6,0,0,35,29
UFC Fight Night: Shogun vs. Smith,Jeremy Kimball,0.25,16,1,0,Darko Stosic,0.56,16,0,0,"Hamburg, Hamburg, Germany",3,1,Light Heavyweight,0,KO/TKO,2018,3.84,2.81,182.88,72.0,Switch,0.46,0.49,0.0,0.2,1.41,0.5,205,1991,15,8,0,0,4.04,2.61,182.88,76.0,Orthodox,0.45,0.58,0.0,0.5,3.42,0.83,205,1992,13,4,0,0,27,26
UFC Fight Night: Korean Zombie vs. Rodriguez,Joby Sanchez,0.39,167,7,0,Mark De La Rosa,0.44,124,1,0,"Denver, Colorado, USA",3,3,Bantamweight,0,S-DEC,2018,2.82,3.22,167.64000000000001,68.0,Orthodox,0.36,0.63,0.4,0.71,0.95,0.51,135,1991,11,4,0,0,5.0,3.13,167.64000000000001,65.0,Orthodox,0.35,0.48,0.2,0.13,0.54,0.4,135,1994,11,5,0,0,27,24
UFC 230: Cormier vs. Lewis,Jordan Rinaldi,0.28,42,0,0,Jason Knight,0.5,40,4,3,"New York City, New York, USA",3,3,Featherweight,1,U-DEC,2018,2.32,1.56,177.8,72.0,Orthodox,0.35,0.59,1.2,0.35,1.45,0.2,145,1987,14,7,0,0,3.02,2.95,177.8,71.0,Orthodox,0.33,0.51,1.7,0.31,1.31,0.47,145,1992,20,5,0,0,31,26
UFC Fight Night: Oezdemir vs. Smith,Jessin Ayari,0.43,174,0,0,Stevie Ray,0.45,138,0,0,"Moncton, New Brunswick, Canada",3,3,Lightweight,0,U-DEC,2018,3.59,3.53,182.88,73.0,Orthodox,0.37,0.58,0.3,0.0,0.0,0.5,155,1992,16,6,0,0,2.93,3.73,177.8,70.0,Southpaw,0.44,0.54,0.6,0.46,0.75,0.55,155,1990,23,9,0,0,26,28
UFC Fight Night: Hunt vs. Oleinik,Stefan Sekulic,0.42,84,3,2,Ramazan Emeev,0.37,58,5,1,"Moscow, Moscow, Russia",3,3,Welterweight,0,U-DEC,2018,2.83,1.83,182.88,75.0,Southpaw,0.5,0.64,0.5,0.33,2.0,0.25,170,1992,12,4,0,0,1.98,2.5,177.8,76.0,Southpaw,0.45,0.66,0.5,0.29,2.33,0.66,170,1987,20,4,0,0,26,31
UFC Fight Night: Hunt vs. Oleinik,Merab Dvalishvili,0.37,165,8,5,Terrion Ware,0.23,34,0,0,"Moscow, Moscow, Russia",3,3,Bantamweight,1,U-DEC,2018,2.22,4.02,167.64000000000001,68.0,Orthodox,0.39,0.61,0.4,0.43,7.38,0.78,135,1991,13,4,0,0,6.07,4.02,172.72,71.0,Orthodox,0.32,0.5,0.0,0.22,0.5,0.44,135,1986,17,9,0,0,27,32
UFC Fight Night: Hunt vs. Oleinik,Desmond Green,0.32,82,0,0,Mairbek Taisumov,0.32,83,4,0,"Moscow, Moscow, Russia",3,3,Lightweight,0,U-DEC,2018,2.51,3.7,177.8,73.0,Southpaw,0.46,0.69,0.0,0.5,1.62,0.75,155,1989,23,8,0,0,3.03,2.98,175.26,73.0,Orthodox,0.39,0.64,0.0,0.63,1.34,0.88,155,1988,27,6,0,0,29,30
UFC Fight Night: Hunt vs. Oleinik,Magomed Ankalaev,0.44,27,0,0,Marcin Prachnio,0.13,22,0,0,"Moscow, Moscow, Russia",3,1,Light Heavyweight,1,KO/TKO,2018,1.78,3.41,190.5,75.0,Orthodox,0.53,0.65,0.0,0.33,1.18,0.85,205,1992,15,1,0,0,4.1,6.28,190.5,74.0,Orthodox,0.51,0.57,0.0,0.0,0.0,0.0,205,1988,15,5,0,0,26,30
UFC Fight Night: Hunt vs. Oleinik,Adam Yandiev,0.08,12,0,0,Jordan Johnson,0.63,55,4,3,"Moscow, Moscow, Russia",3,2,Middleweight,0,SUB,2018,6.14,0.18,175.26,74.0,Orthodox,0.08,0.36,0.0,0.0,0.0,0.25,185,1988,9,1,0,0,2.64,3.45,187.96,79.0,Orthodox,0.47,0.53,1.2,0.42,3.25,1.0,205,1988,10,0,0,0,30,30
UFC Fight Night: Hunt vs. Oleinik,Khalid Murtazaliev,0.69,69,5,5,CB Dollaway,0.21,19,3,2,"Moscow, Moscow, Russia",3,2,Middleweight,1,KO/TKO,2018,0.4,4.8,182.88,76.0,Orthodox,0.69,0.78,0.0,1.0,7.5,0.33,185,1993,14,2,0,0,2.58,2.65,187.96,76.0,Orthodox,0.47,0.54,1.2,0.54,3.55,0.62,185,1983,17,9,0,0,25,35
UFC Fight Night: Hunt vs. Oleinik,Kajan Johnson,0.24,70,8,3,Rustam Khabilov,0.35,123,0,0,"Moscow, Moscow, Russia",3,3,Lightweight,0,S-DEC,2018,1.59,2.47,180.34,75.0,Orthodox,0.42,0.64,0.2,0.37,1.54,0.62,155,1984,23,13,1,0,2.16,1.98,172.72,73.0,Orthodox,0.34,0.65,0.1,0.41,3.95,0.61,155,1986,24,4,0,0,34,32
UFC Fight Night: Hunt vs. Oleinik,Andrei Arlovski,0.31,58,3,2,Shamil Abdurakhimov,0.45,70,4,2,"Moscow, Moscow, Russia",3,3,Heavyweight,0,U-DEC,2018,2.95,3.62,190.5,77.0,Orthodox,0.44,0.57,0.2,0.36,0.45,0.78,240,1979,31,20,0,2,2.45,2.45,190.5,76.0,Orthodox,0.44,0.58,0.2,0.24,1.23,0.47,235,1981,20,5,0,0,39,37
UFC Fight Night: Hunt vs. Oleinik,Petr Yan,0.43,232,1,0,Jin Soo Son,0.26,220,7,1,"Moscow, Moscow, Russia",3,3,Bantamweight,1,U-DEC,2018,3.55,5.99,170.18,67.0,Switch,0.52,0.62,0.1,0.66,2.14,0.9,135,1993,15,2,0,0,7.63,5.1,167.64000000000001,69.0,Orthodox,0.36,0.52,0.0,0.25,1.5,1.0,135,1993,9,4,0,0,25,25
UFC Fight Night: Hunt vs. Oleinik,Aleksei Kunchenko,0.28,153,2,1,Thiago Alves,0.32,175,0,0,"Moscow, Moscow, Russia",3,3,Welterweight,1,U-DEC,2018,2.83,3.67,172.72,70.0,Orthodox,0.44,0.63,0.0,0.33,0.25,0.8,170,1984,20,2,0,0,3.42,3.73,175.26,70.0,Orthodox,0.41,0.62,0.3,0.6,0.71,0.63,170,1983,23,15,0,0,34,35
UFC Fight Night: Hunt vs. Oleinik,Aleksei Oleinik,0.22,27,0,0,Mark Hunt,0.11,26,5,1,"Moscow, Moscow, Russia",5,1,Heavyweight,1,SUB,2018,3.99,3.55,187.96,80.0,Orthodox,0.5,0.44,2.2,0.46,2.16,0.33,240,1977,59,16,1,0,2.9,2.81,177.8,72.0,Orthodox,0.43,0.51,0.2,0.55,0.51,0.64,265,1974,13,14,1,1,41,44
UFC Fight Night: Korean Zombie vs. Rodriguez,Joseph Morales,0.35,67,1,1,Eric Shelton,0.28,57,10,7,"Denver, Colorado, USA",3,3,Flyweight,0,S-DEC,2018,1.72,1.58,167.64000000000001,69.0,Switch,0.37,0.6,2.6,0.5,0.53,0.23,125,1994,9,2,0,0,1.88,2.57,167.64000000000001,68.0,Orthodox,0.42,0.63,0.2,0.51,2.83,0.46,125,1991,12,6,0,0,24,27
UFC Fight Night: Hunt vs. Oleinik,Nikita Krylov,0.55,18,1,1,Jan Blachowicz,0.18,22,1,1,"Moscow, Moscow, Russia",3,2,Light Heavyweight,0,SUB,2018,2.52,4.33,190.5,77.0,Orthodox,0.56,0.43,1.3,0.33,1.34,0.55,205,1992,27,8,0,0,2.79,3.59,187.96,78.0,Orthodox,0.49,0.53,0.2,0.53,1.18,0.65,205,1983,28,8,0,0,26,35
UFC Fight Night: Korean Zombie vs. Rodriguez,Devonte Smith,0.68,19,0,0,Julian Erosa,0.57,7,0,0,"Denver, Colorado, USA",3,1,Lightweight,1,KO/TKO,2018,2.65,5.64,175.26,76.0,Orthodox,0.55,0.59,0.7,1.0,0.74,1.0,155,1993,11,2,0,0,5.9,5.55,185.42,74.0,Southpaw,0.47,0.5,0.9,0.5,1.45,0.58,145,1989,26,10,0,0,25,29
UFC Fight Night: Korean Zombie vs. Rodriguez,Bobby Moffett,0.5,60,2,1,Chas Skelly,0.35,56,1,1,"Denver, Colorado, USA",3,2,Featherweight,0,Overturned,2018,3.15,3.41,177.8,73.0,Orthodox,0.39,0.61,1.4,0.66,2.74,0.66,145,1990,13,5,0,1,3.35,2.02,180.34,72.0,Orthodox,0.4,0.48,2.4,0.34,1.71,0.33,145,1985,18,3,0,1,28,33
UFC Fight Night: Korean Zombie vs. Rodriguez,Davi Ramos,0.8,5,1,1,John Gunther,0.33,3,0,0,"Denver, Colorado, USA",3,1,Lightweight,1,SUB,2018,3.44,2.64,167.64000000000001,70.0,Orthodox,0.37,0.56,0.6,0.4,1.95,0.83,155,1986,10,4,0,0,3.72,1.65,175.26,72.0,Orthodox,0.37,0.46,0.0,0.42,7.08,0.0,155,1985,5,1,0,0,32,33
UFC Fight Night: Korean Zombie vs. Rodriguez,Luis Pena,0.51,100,2,1,Michael Trizano,0.27,85,9,1,"Denver, Colorado, USA",3,3,Lightweight,0,S-DEC,2018,3.12,3.66,190.5,75.0,Southpaw,0.46,0.51,1.2,0.33,1.17,0.48,155,1993,9,3,0,0,2.36,3.22,180.34,71.0,Orthodox,0.53,0.58,0.9,0.5,0.29,0.71,145,1991,10,1,0,0,25,27
UFC Fight Night: Korean Zombie vs. Rodriguez,Amanda Cooper,0.42,90,2,1,Ashley Yoder,0.48,105,6,2,"Denver, Colorado, USA",3,3,Women's Strawweight,0,S-DEC,2018,3.2,3.55,160.02,64.0,Switch,0.44,0.51,1.8,0.38,1.53,0.28,115,1991,3,5,0,0,3.76,3.08,170.18,69.0,Southpaw,0.39,0.47,0.6,0.3,1.2,0.69,115,1987,8,8,0,0,27,31
UFC Fight Night: Korean Zombie vs. Rodriguez,Maycee Barber,0.7,97,5,1,Hannah Cifers,0.59,69,0,0,"Denver, Colorado, USA",3,2,Women's Strawweight,1,KO/TKO,2018,3.03,4.67,165.1,65.0,Switch,0.49,0.54,0.2,0.33,1.36,0.66,125,1998,9,2,0,0,5.39,4.99,154.94,62.0,Orthodox,0.44,0.52,0.3,1.0,0.26,0.64,115,1992,10,7,0,0,20,26
UFC Fight Night: Korean Zombie vs. Rodriguez,Germaine de Randamie,0.28,84,8,0,Raquel Pennington,0.39,107,0,0,"Denver, Colorado, USA",3,3,Women's Bantamweight,1,U-DEC,2018,2.14,2.72,175.26,71.0,Orthodox,0.46,0.65,0.4,0.0,0.0,0.69,135,1984,10,4,0,0,3.2,3.62,170.18,67.0,Orthodox,0.48,0.63,0.7,0.28,1.12,0.65,135,1988,11,9,0,0,34,30
UFC Fight Night: Korean Zombie vs. Rodriguez,Beneil Dariush,0.64,68,8,4,Thiago Moises,0.5,16,2,0,"Denver, Colorado, USA",3,3,Lightweight,1,U-DEC,2018,2.58,3.8,177.8,72.0,Southpaw,0.49,0.58,1.0,0.34,2.11,0.81,155,1989,21,4,1,0,3.81,2.49,175.26,70.0,Orthodox,0.37,0.58,1.2,0.35,1.03,0.6,155,1995,15,5,0,0,29,23
UFC Fight Night: Korean Zombie vs. Rodriguez,Donald Cerrone,0.69,13,1,0,Mike Perry,0.55,20,1,1,"Denver, Colorado, USA",3,1,Welterweight,1,SUB,2018,4.49,4.43,185.42,73.0,Orthodox,0.46,0.53,1.2,0.33,1.18,0.74,170,1983,36,16,0,2,5.16,4.32,177.8,71.0,Orthodox,0.47,0.52,0.2,0.4,0.81,0.78,170,1991,14,8,0,0,35,27
UFC 230: Cormier vs. Lewis,Lyman Good,0.63,22,0,0,Ben Saunders,0.52,23,0,0,"New York City, New York, USA",3,1,Welterweight,1,KO/TKO,2018,4.01,5.34,182.88,74.0,Orthodox,0.48,0.63,0.0,1.0,0.27,0.75,170,1985,21,6,0,1,3.58,3.23,187.96,77.0,Orthodox,0.5,0.51,1.3,0.4,0.2,0.66,170,1983,22,13,2,0,33,35
UFC 230: Cormier vs. Lewis,Julio Arce,0.21,119,5,1,Sheymon Moraes,0.31,102,0,0,"New York City, New York, USA",3,3,Featherweight,0,S-DEC,2018,2.94,4.31,170.18,70.0,Southpaw,0.36,0.67,0.5,0.3,0.52,0.93,145,1989,17,4,0,0,3.64,3.0,172.72,72.0,Orthodox,0.42,0.63,0.0,0.0,0.0,0.53,145,1990,11,4,0,0,29,28
UFC Fight Night: Korean Zombie vs. Rodriguez,Chan Sung Jung,0.4,308,5,0,Yair Rodriguez,0.43,271,4,0,"Denver, Colorado, USA",5,5,Featherweight,0,KO/TKO,2018,3.87,4.07,170.18,72.0,Orthodox,0.43,0.55,0.7,0.47,0.82,0.77,145,1987,17,6,0,0,3.13,4.33,180.34,71.0,Orthodox,0.45,0.57,0.9,0.29,0.9,0.63,145,1992,13,2,0,1,31,26
UFC 230: Cormier vs. Lewis,Matt Frevola,0.37,176,6,2,Lando Vannata,0.4,164,5,1,"New York City, New York, USA",3,3,Lightweight,1,M-DEC,2018,3.49,2.73,175.26,71.0,Orthodox,0.37,0.58,1.1,0.37,2.58,0.4,155,1990,8,3,1,0,4.77,4.67,175.26,71.0,Orthodox,0.44,0.54,0.3,0.4,1.12,0.68,155,1992,12,5,2,0,28,26
UFC 230: Cormier vs. Lewis,Marcos Rogerio de Lima,0.18,38,2,1,Adam Wieczorek,0.47,59,5,3,"New York City, New York, USA",3,3,Heavyweight,1,U-DEC,2018,2.11,3.24,185.42,75.0,Orthodox,0.54,0.53,0.6,0.66,1.14,0.43,253,1985,18,8,1,0,1.87,1.68,195.57999999999998,81.0,Orthodox,0.38,0.48,0.4,0.33,0.41,0.58,250,1992,10,2,0,0,33,26
UFC 230: Cormier vs. Lewis,Derek Brunson,0.21,14,7,0,Israel Adesanya,0.56,23,0,0,"New York City, New York, USA",3,1,Middleweight,0,KO/TKO,2018,2.68,3.45,185.42,77.0,Southpaw,0.47,0.53,0.5,0.34,3.15,0.94,185,1984,23,7,0,0,2.59,3.94,193.04,80.0,Switch,0.5,0.62,0.2,0.0,0.0,0.8,185,1989,21,1,0,0,34,29
UFC 230: Cormier vs. Lewis,Kurt Holobaugh,0.7,24,0,0,Shane Burgos,0.41,51,0,0,"New York City, New York, USA",3,1,Featherweight,0,SUB,2018,4.28,4.51,180.34,70.0,Orthodox,0.42,0.46,0.7,0.36,0.97,0.45,155,1986,17,7,0,1,6.11,7.29,180.34,75.0,Orthodox,0.49,0.58,0.1,1.0,0.27,0.89,145,1991,13,3,0,0,32,27
UFC 230: Cormier vs. Lewis,David Branch,0.4,25,10,3,Jared Cannonier,0.46,56,0,0,"New York City, New York, USA",3,2,Middleweight,0,KO/TKO,2018,1.91,1.66,185.42,78.0,Orthodox,0.39,0.56,0.0,0.32,2.55,0.43,185,1981,22,6,0,0,3.19,3.6,180.34,77.0,Switch,0.49,0.64,0.0,0.33,0.12,0.62,185,1984,14,5,0,0,37,34
UFC 230: Cormier vs. Lewis,Jacare Souza,0.35,193,1,1,Chris Weidman,0.56,132,0,0,"New York City, New York, USA",3,3,Middleweight,1,KO/TKO,2018,2.83,2.53,185.42,72.0,Orthodox,0.47,0.62,1.3,0.39,2.57,0.57,185,1979,26,10,0,1,3.14,3.03,187.96,78.0,Orthodox,0.43,0.52,0.9,0.47,3.92,0.65,185,1984,15,6,0,0,39,34
UFC 230: Cormier vs. Lewis,Roxanne Modafferi,0.32,175,4,3,Sijara Eubanks,0.23,120,4,1,"New York City, New York, USA",3,3,Women's Flyweight,0,U-DEC,2018,5.03,3.13,170.18,69.0,Orthodox,0.3,0.53,0.1,0.23,1.42,0.3,125,1982,25,19,0,0,3.59,4.56,162.56,67.0,Orthodox,0.43,0.57,0.4,0.47,1.94,0.65,135,1985,8,6,0,0,36,33
UFC 230: Cormier vs. Lewis,Karl Roberson,0.47,71,3,2,Jack Marshman,0.21,98,0,0,"New York City, New York, USA",3,3,Middleweight,1,U-DEC,2018,2.38,2.87,185.42,74.0,Southpaw,0.51,0.57,0.7,0.57,0.92,0.45,185,1990,9,4,0,0,4.19,2.74,182.88,73.0,Orthodox,0.25,0.56,0.0,0.0,0.0,0.2,185,1989,23,10,0,0,28,29
UFC 230: Cormier vs. Lewis,Derrick Lewis,0.76,25,4,4,Daniel Cormier,0.3,13,0,0,"New York City, New York, USA",5,2,Heavyweight,0,SUB,2018,2.48,2.49,190.5,79.0,Orthodox,0.5,0.41,0.0,0.25,0.49,0.55,260,1985,25,8,0,1,2.92,4.25,180.34,72.0,Orthodox,0.52,0.54,0.4,0.44,1.83,0.8,235,1979,22,3,0,1,33,39
UFC Fight Night: Oezdemir vs. Smith,Talita Bernardo,0.38,95,2,1,Sarah Moras,0.58,102,6,2,"Moncton, New Brunswick, Canada",3,3,Women's Bantamweight,1,U-DEC,2018,4.04,3.12,162.56,68.0,Orthodox,0.42,0.55,0.5,0.22,1.62,0.28,135,1987,6,4,0,0,3.58,2.28,170.18,67.0,Orthodox,0.34,0.5,0.8,0.21,0.67,0.33,135,1988,6,8,0,0,31,30
UFC Fight Night: Oezdemir vs. Smith,Arjan Bhullar,0.55,84,2,1,Marcelo Golm,0.49,87,1,0,"Moncton, New Brunswick, Canada",3,3,Heavyweight,1,U-DEC,2018,3.25,2.33,185.42,75.0,Orthodox,0.56,0.59,0.0,0.75,1.73,1.0,245,1986,9,1,0,0,4.3,4.27,190.5,75.0,Orthodox,0.58,0.45,0.5,0.5,0.45,0.87,249,1992,6,3,0,0,32,26
UFC Fight Night: Oezdemir vs. Smith,Nasrat Haqparast,0.27,284,0,0,Thibault Gouti,0.48,256,1,0,"Moncton, New Brunswick, Canada",3,3,Lightweight,1,U-DEC,2018,3.23,5.81,177.8,72.0,Southpaw,0.47,0.74,0.0,0.16,0.18,0.84,155,1995,13,3,0,0,5.64,3.68,177.8,72.0,Orthodox,0.34,0.5,0.3,0.8,1.23,0.83,155,1987,12,5,0,0,23,31
UFC Fight Night: Oezdemir vs. Smith,Calvin Kattar,0.5,48,0,0,Chris Fishgold,0.26,75,2,1,"Moncton, New Brunswick, Canada",3,1,Featherweight,1,KO/TKO,2018,8.16,5.07,180.34,72.0,Orthodox,0.42,0.5,0.0,0.3,0.37,0.89,145,1988,22,5,0,0,2.7,2.01,172.72,68.0,Orthodox,0.32,0.46,1.3,0.46,2.59,0.44,145,1992,18,4,1,0,30,26
UFC Fight Night: Oezdemir vs. Smith,Court McGee,0.45,60,4,1,Alex Garcia,0.57,88,6,2,"Moncton, New Brunswick, Canada",3,3,Welterweight,1,U-DEC,2018,3.78,4.76,180.34,75.0,Orthodox,0.36,0.61,0.4,0.23,1.68,0.69,170,1984,21,10,0,0,3.03,1.81,175.26,72.0,Orthodox,0.31,0.59,0.1,0.52,3.72,0.66,170,1987,15,6,0,0,34,31
UFC Fight Night: Oezdemir vs. Smith,Te Edwards,0.33,15,1,1,Don Madge,0.67,31,0,0,"Moncton, New Brunswick, Canada",3,2,Lightweight,0,KO/TKO,2018,4.15,1.5,172.72,72.0,Orthodox,0.41,0.44,0.0,1.0,0.72,0.44,155,1990,6,3,0,0,0.74,2.08,182.88,72.0,Southpaw,0.52,0.67,0.7,0.25,2.22,0.8,155,1990,9,3,1,0,28,28
UFC Fight Night: Oezdemir vs. Smith,Patrick Cummins,0.61,18,1,1,Misha Cirkunov,0.6,5,3,0,"Moncton, New Brunswick, Canada",3,1,Light Heavyweight,0,SUB,2018,3.35,4.26,187.96,76.0,Orthodox,0.5,0.55,0.1,0.41,4.49,0.28,205,1980,10,7,0,0,3.22,4.18,190.5,77.0,Orthodox,0.51,0.6,2.3,0.57,4.28,0.71,205,1987,15,6,0,0,38,31
UFC Fight Night: Oezdemir vs. Smith,Gian Villante,0.37,217,1,0,Ed Herman,0.37,223,1,0,"Moncton, New Brunswick, Canada",3,3,Light Heavyweight,1,S-DEC,2018,5.48,4.39,190.5,76.0,Orthodox,0.43,0.55,0.0,0.23,0.46,0.83,230,1985,17,13,0,0,3.52,3.28,185.42,77.0,Orthodox,0.48,0.42,1.1,0.48,2.08,0.59,205,1980,27,15,0,1,33,38
UFC Fight Night: Oezdemir vs. Smith,Artem Lobov,0.45,219,1,1,Michael Johnson,0.35,189,0,0,"Moncton, New Brunswick, Canada",3,3,Featherweight,0,U-DEC,2018,4.82,3.52,175.26,65.0,Southpaw,0.41,0.5,0.0,0.25,0.39,0.52,145,1986,13,15,1,1,3.82,4.21,177.8,73.0,Southpaw,0.38,0.58,0.1,0.45,0.49,0.77,155,1986,20,17,0,0,32,32
UFC Fight Night: Oezdemir vs. Smith,Sean Strickland,0.5,95,0,0,Nordine Taleb,0.36,177,0,0,"Moncton, New Brunswick, Canada",3,2,Welterweight,1,KO/TKO,2018,3.73,5.45,185.42,76.0,Orthodox,0.4,0.66,0.3,0.61,1.32,0.82,185,1991,24,3,0,0,2.62,3.66,185.42,74.0,Orthodox,0.51,0.66,0.0,0.76,1.94,0.73,170,1981,15,7,0,0,27,37
UFC Fight Night: Oezdemir vs. Smith,Jonathan Martinez,0.57,138,3,3,Andre Soukhamthath,0.63,111,2,1,"Moncton, New Brunswick, Canada",3,3,Bantamweight,0,U-DEC,2018,3.81,4.27,172.72,70.0,Southpaw,0.46,0.58,0.0,0.37,0.48,0.63,135,1994,13,4,0,0,4.31,2.77,175.26,70.0,Orthodox,0.44,0.49,0.2,0.53,1.25,0.58,135,1988,13,8,0,0,24,30
UFC 229: Khabib vs. McGregor,Tonya Evinger,0.68,73,0,0,Aspen Ladd,0.56,16,1,0,"Las Vegas, Nevada, USA",3,1,Women's Bantamweight,0,KO/TKO,2018,4.02,1.16,170.18,70.0,Orthodox,0.42,0.38,0.9,0.3,0.93,0.33,135,1981,19,8,0,1,4.84,5.22,167.64000000000001,66.0,Orthodox,0.55,0.46,1.2,0.75,2.45,0.66,135,1995,9,1,0,0,37,23
