card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fights_location,round_format,round_fought,weight_class,winner,winning_method,fight_year,SApM_f1,SLpM_f1,height_f1,reach_f1,stance_f1,strAcc_f1,strDef_f1,subAvg_f1,tdAcc_f1,tdAvg_f1,tdDef_f1,weight_f1,born_year_f1,win_f1,lose_f1,draw_f1,nc_f1,SApM_f2,SLpM_f2,height_f2,reach_f2,stance_f2,strAcc_f2,strDef_f2,subAvg_f2,tdAcc_f2,tdAvg_f2,tdDef_f2,weight_f2,born_year_f2,win_f2,lose_f2,draw_f2,nc_f2,f1_age_when_fight,f2_age_when_fight
UFC Fight Night: Thompson vs. Neal,Jimmy Flick,0.42,14,1,0,Cody Durden,0.65,32,2,2,"Las Vegas, Nevada, USA",3,1,Flyweight,1,SUB,2020,2.3,1.99,170.18,68.0,Orthodox,0.58,0.5,7.2,0.5,1.81,0.0,125,1990,16,5,0,0,3.93,3.11,170.18,67.0,Southpaw,0.48,0.41,0.8,0.26,3.28,0.5,125,1991,11,3,1,0,30,29
UFC Fight Night: Thompson vs. Neal,Deron Winn,0.52,38,16,12,Antonio Arroyo,0.72,62,0,0,"Las Vegas, Nevada, USA",3,3,Catch Weight,1,U-DEC,2020,5.17,4.74,167.64000000000001,70.0,Orthodox,0.47,0.5,0.0,0.52,4.98,0.0,185,1989,7,2,0,0,1.72,3.08,190.5,73.0,Orthodox,0.7,0.44,0.3,0.41,1.4,0.32,185,1989,9,4,0,0,31,31
UFC Fight Night: Thompson vs. Neal,Carlton Minus,0.46,67,15,5,Christos Giagos,0.35,80,0,0,"Las Vegas, Nevada, USA",3,3,Catch Weight,0,U-DEC,2020,4.97,3.5,177.8,75.0,Orthodox,0.4,0.5,0.0,0.0,0.0,0.58,170,1993,10,3,0,1,2.77,2.93,177.8,71.0,Orthodox,0.41,0.5,0.5,0.41,3.38,0.5,155,1990,19,8,0,0,27,30
UFC Fight Night: Thompson vs. Neal,Gillian Robertson,0.64,14,2,0,Taila Santos,0.72,37,1,1,"Las Vegas, Nevada, USA",3,3,Women's Flyweight,0,U-DEC,2020,2.52,2.01,165.1,63.0,Orthodox,0.49,0.51,0.9,0.47,2.54,0.16,125,1995,9,6,0,0,2.22,3.52,167.64000000000001,68.0,Orthodox,0.48,0.59,1.0,0.8,2.0,0.85,125,1993,17,1,0,0,25,27
UFC Fight Night: Thompson vs. Neal,Sijara Eubanks,0.47,104,4,2,Pannie Kianzad,0.64,143,2,0,"Las Vegas, Nevada, USA",3,3,Women's Bantamweight,0,U-DEC,2020,3.59,4.56,162.56,67.0,Orthodox,0.43,0.57,0.4,0.47,1.94,0.65,135,1985,8,6,0,0,4.56,5.71,170.18,66.0,Orthodox,0.49,0.54,0.2,0.14,0.18,0.78,135,1991,16,5,0,0,35,29
UFC Fight Night: Thompson vs. Neal,Jamie Pickett,0.64,187,2,0,Tafon Nchukwi,0.49,81,4,1,"Las Vegas, Nevada, USA",3,3,Middleweight,0,U-DEC,2020,5.35,2.87,187.96,80.0,Orthodox,0.55,0.44,0.4,0.4,1.44,0.37,185,1988,11,6,0,0,4.48,6.08,182.88,77.0,Orthodox,0.51,0.51,0.0,0.25,0.41,0.66,205,1994,5,1,0,0,32,26
UFC Fight Night: Thompson vs. Neal,Alex Morono,0.62,80,1,0,Anthony Pettis,0.39,78,5,1,"Las Vegas, Nevada, USA",3,3,Welterweight,0,U-DEC,2020,3.89,5.14,180.34,72.0,Orthodox,0.42,0.56,0.4,0.25,0.38,0.52,170,1990,20,7,0,1,3.44,3.05,177.8,72.0,Orthodox,0.47,0.54,1.1,0.5,0.61,0.6,155,1987,24,10,0,0,30,33
UFC Fight Night: Thompson vs. Neal,Rob Font,0.75,12,3,2,Marlon Moraes,0.81,37,0,0,"Las Vegas, Nevada, USA",3,1,Bantamweight,1,KO/TKO,2020,3.57,5.58,172.72,71.0,Orthodox,0.43,0.61,0.6,0.4,1.2,0.53,135,1987,19,4,0,0,4.11,3.38,167.64000000000001,67.0,Orthodox,0.39,0.56,0.4,0.41,1.0,0.66,135,1988,23,8,1,0,33,32
UFC Fight Night: Thompson vs. Neal,Michel Pereira,0.55,79,2,2,Khaos Williams,0.43,127,0,0,"Las Vegas, Nevada, USA",3,3,Welterweight,1,U-DEC,2020,3.28,4.22,185.42,73.0,Orthodox,0.55,0.58,0.8,0.62,2.01,1.0,170,1993,26,11,0,2,3.59,5.2,182.88,77.0,Orthodox,0.38,0.5,0.0,0.0,0.0,0.0,170,1994,12,2,0,0,27,26
UFC Fight Night: Thompson vs. Neal,Greg Hardy,0.5,101,4,1,Marcin Tybura,0.54,91,0,0,"Las Vegas, Nevada, USA",3,2,Heavyweight,0,KO/TKO,2020,3.22,4.84,195.57999999999998,80.0,Orthodox,0.5,0.56,0.0,0.33,0.2,0.8,265,1988,7,4,0,1,3.31,3.63,190.5,78.0,Orthodox,0.5,0.55,0.1,0.45,1.67,0.82,249,1985,22,6,0,0,32,35
UFC Fight Night: Thompson vs. Neal,Marlon Vera,0.62,70,2,0,Jose Aldo,0.56,82,3,0,"Las Vegas, Nevada, USA",3,3,Bantamweight,0,U-DEC,2020,4.08,3.91,172.72,70.0,Switch,0.5,0.51,1.3,0.42,0.88,0.69,135,1992,17,7,1,0,3.59,3.63,170.18,70.0,Orthodox,0.45,0.61,0.1,0.56,0.55,0.91,135,1986,30,7,0,0,28,34
UFC Fight Night: Thompson vs. Neal,Stephen Thompson,0.42,406,0,0,Geoff Neal,0.47,179,0,0,"Las Vegas, Nevada, USA",5,5,Welterweight,1,U-DEC,2020,2.75,4.06,182.88,75.0,Orthodox,0.43,0.58,0.0,0.45,0.3,0.73,170,1983,16,5,1,0,4.68,4.42,180.34,75.0,Southpaw,0.48,0.62,0.2,0.5,0.6,0.87,170,1990,13,4,0,0,37,30
UFC 256: Figueiredo vs. Moreno,Jacare Souza,0.83,18,0,0,Kevin Holland,1.0,2,3,2,"Las Vegas, Nevada, USA",3,1,Middleweight,0,KO/TKO,2020,2.83,2.53,185.42,72.0,Orthodox,0.47,0.62,1.3,0.39,2.57,0.57,185,1979,26,10,0,1,2.33,3.74,190.5,81.0,Orthodox,0.54,0.56,0.6,0.45,0.92,0.47,185,1992,21,7,0,0,41,28
UFC 256: Figueiredo vs. Moreno,Virna Jandiroba,0.47,174,5,0,Mackenzie Dern,0.47,134,1,1,"Las Vegas, Nevada, USA",3,3,Women's Strawweight,0,U-DEC,2020,2.92,2.65,160.02,64.0,Orthodox,0.46,0.53,1.9,0.53,2.5,0.75,115,1988,17,2,0,0,3.57,3.64,162.56,63.0,Orthodox,0.38,0.61,2.3,0.1,0.51,0.0,115,1993,11,1,0,0,32,27
UFC 256: Figueiredo vs. Moreno,Junior Dos Santos,0.28,35,1,0,Ciryl Gane,0.73,80,0,0,"Las Vegas, Nevada, USA",3,2,Heavyweight,0,KO/TKO,2020,3.33,4.49,193.04,77.0,Orthodox,0.47,0.56,0.1,0.5,0.3,0.81,238,1984,21,9,0,0,2.4,5.37,193.04,81.0,Orthodox,0.57,0.62,0.3,0.2,0.71,1.0,245,1990,10,0,0,0,36,30
UFC 256: Figueiredo vs. Moreno,Brandon Moreno,0.57,238,4,2,Deiveson Figueiredo,0.53,248,8,4,"Las Vegas, Nevada, USA",5,5,Flyweight,0,M-DEC,2020,3.29,3.44,170.18,70.0,Orthodox,0.39,0.58,0.8,0.47,2.05,0.65,125,1993,19,5,2,0,3.4,3.24,165.1,68.0,Orthodox,0.56,0.49,2.1,0.52,1.54,0.58,125,1987,20,2,1,0,27,33
UFC 256: Figueiredo vs. Moreno,Tony Ferguson,0.45,42,0,0,Charles Oliveira,0.65,63,3,3,"Las Vegas, Nevada, USA",3,3,Lightweight,0,U-DEC,2020,3.78,5.15,180.34,76.0,Orthodox,0.45,0.59,1.1,0.42,0.42,0.67,155,1984,26,6,0,0,3.01,3.26,177.8,74.0,Orthodox,0.52,0.53,2.7,0.44,2.64,0.57,155,1989,31,8,0,1,36,31
UFC Fight Night: Felder vs. Dos Anjos,Alex Morono,0.54,321,3,3,Rhys McKee,0.53,230,3,0,"Las Vegas, Nevada, USA",3,3,Welterweight,1,U-DEC,2020,3.89,5.14,180.34,72.0,Orthodox,0.42,0.56,0.4,0.25,0.38,0.52,170,1990,20,7,0,1,11.9,6.83,187.96,78.0,Orthodox,0.53,0.43,0.0,0.0,0.0,0.2,170,1995,10,4,1,0,30,25
UFC Fight Night: Felder vs. Dos Anjos,Don'Tale Mayes,0.43,135,2,1,Roque Martinez,0.52,111,2,1,"Las Vegas, Nevada, USA",3,3,Heavyweight,1,U-DEC,2020,4.46,4.13,198.12,81.0,Orthodox,0.45,0.43,0.0,0.2,0.23,0.59,260,1992,8,4,0,0,4.9,3.28,177.8,72.0,Orthodox,0.53,0.56,0.4,0.5,0.38,0.53,250,1986,15,8,2,0,28,34
UFC Fight Night: Felder vs. Dos Anjos,Geraldo de Freitas,0.59,128,4,1,Tony Gravely,0.48,101,17,7,"Las Vegas, Nevada, USA",3,3,Bantamweight,0,S-DEC,2020,2.62,3.67,170.18,72.0,Orthodox,0.52,0.5,0.0,0.45,3.0,0.59,135,1991,12,6,0,0,3.11,4.01,165.1,69.0,Orthodox,0.54,0.45,0.6,0.54,6.11,0.52,135,1991,21,6,0,0,29,29
UFC Fight Night: Felder vs. Dos Anjos,Brendan Allen,0.56,90,0,0,Sean Strickland,0.58,161,1,1,"Las Vegas, Nevada, USA",3,2,Catch Weight,0,KO/TKO,2020,4.24,4.1,187.96,75.0,Orthodox,0.52,0.45,1.6,0.45,1.29,0.5,185,1995,17,4,0,0,3.73,5.45,185.42,76.0,Orthodox,0.4,0.66,0.3,0.61,1.32,0.82,185,1991,24,3,0,0,25,29
UFC Fight Night: Felder vs. Dos Anjos,Miranda Granger,0.61,42,4,2,Ashley Yoder,0.64,51,0,0,"Las Vegas, Nevada, USA",3,3,Women's Strawweight,0,U-DEC,2020,2.64,2.91,170.18,68.0,Orthodox,0.48,0.59,0.0,0.0,0.0,0.4,125,1992,7,2,0,0,3.76,3.08,170.18,69.0,Southpaw,0.39,0.47,0.6,0.3,1.2,0.69,115,1987,8,8,0,0,28,33
UFC Fight Night: Felder vs. Dos Anjos,Abdul Razak Alhassan,1.0,2,0,0,Khaos Williams,0.5,10,0,0,"Las Vegas, Nevada, USA",3,1,Welterweight,0,KO/TKO,2020,4.23,3.71,177.8,73.0,Orthodox,0.48,0.53,0.0,0.28,0.53,0.55,185,1985,11,4,0,0,3.59,5.2,182.88,77.0,Orthodox,0.38,0.5,0.0,0.0,0.0,0.0,170,1994,12,2,0,0,35,26
UFC Fight Night: Felder vs. Dos Anjos,Cory McKenna,0.6,110,5,2,Kay Hansen,0.41,137,1,0,"Las Vegas, Nevada, USA",3,3,Women's Strawweight,1,U-DEC,2020,3.03,3.47,160.02,58.0,Orthodox,0.44,0.45,0.0,0.5,0.5,0.71,115,1999,6,1,0,0,3.03,3.57,157.48000000000002,63.0,Orthodox,0.59,0.54,1.6,0.25,2.19,1.0,115,1999,7,4,0,0,21,21
UFC Fight Night: Felder vs. Dos Anjos,Randa Markos,0.47,61,0,0,Kanako Murata,0.67,43,9,4,"Las Vegas, Nevada, USA",3,3,Women's Strawweight,0,U-DEC,2020,3.27,2.87,162.56,63.0,Orthodox,0.42,0.58,0.2,0.28,1.2,0.52,115,1985,10,12,1,0,2.6,2.08,154.94,62.0,Orthodox,0.59,0.53,1.2,0.4,2.4,0.0,115,1993,12,2,0,0,35,27
UFC Fight Night: Hermansson vs. Vettori,Gian Villante,0.4,197,0,0,Jake Collier,0.45,272,0,0,"Las Vegas, Nevada, USA",3,3,Heavyweight,0,U-DEC,2020,5.48,4.39,190.5,76.0,Orthodox,0.43,0.55,0.0,0.23,0.46,0.83,230,1985,17,13,0,0,4.44,5.52,190.5,78.0,Orthodox,0.42,0.52,0.3,0.21,0.48,0.67,230,1988,12,6,0,0,35,32
UFC Fight Night: Hermansson vs. Vettori,Jose Quinonez,0.5,116,4,3,Louis Smolka,0.4,107,3,2,"Las Vegas, Nevada, USA",3,2,Bantamweight,0,KO/TKO,2020,3.0,3.6,172.72,69.0,Southpaw,0.45,0.64,0.6,0.47,2.7,0.42,135,1990,9,5,0,0,3.74,4.44,175.26,68.0,Orthodox,0.46,0.53,1.9,0.37,1.84,0.31,135,1991,17,7,0,0,30,29
UFC Fight Night: Hermansson vs. Vettori,Ilia Topuria,0.49,63,0,0,Damon Jackson,0.3,52,0,0,"Las Vegas, Nevada, USA",3,1,Featherweight,1,KO/TKO,2020,1.92,2.77,170.18,69.0,Orthodox,0.48,0.64,3.4,0.55,3.35,1.0,145,1997,11,0,0,0,3.63,2.46,180.34,71.0,Switch,0.35,0.45,2.7,0.2,1.14,0.35,145,1988,18,4,1,1,23,32
UFC Fight Night: Hermansson vs. Vettori,Roman Dolidze,0.46,109,5,3,John Allan,0.33,86,1,1,"Las Vegas, Nevada, USA",3,3,Light Heavyweight,1,S-DEC,2020,1.4,2.36,187.96,76.0,Orthodox,0.48,0.64,1.5,0.52,2.74,0.37,205,1988,9,1,0,0,4.01,2.95,185.42,75.0,Orthodox,0.43,0.52,1.2,0.71,1.94,0.5,205,1993,13,6,0,1,32,27
UFC Fight Night: Felder vs. Dos Anjos,Rafael Dos Anjos,0.51,190,2,1,Paul Felder,0.56,162,22,6,"Las Vegas, Nevada, USA",5,5,Lightweight,1,S-DEC,2020,3.22,3.49,172.72,70.0,Southpaw,0.46,0.61,0.6,0.37,1.93,0.58,155,1984,30,13,0,0,3.44,3.7,180.34,70.0,Orthodox,0.44,0.48,0.2,0.28,0.29,0.64,155,1984,17,6,0,0,36,36
UFC Fight Night: Hermansson vs. Vettori,Gabriel Benitez,0.36,104,0,0,Justin Jaynes,0.42,52,0,0,"Las Vegas, Nevada, USA",3,1,Lightweight,1,KO/TKO,2020,3.8,4.35,172.72,71.0,Southpaw,0.39,0.65,1.2,0.5,0.15,0.56,155,1988,22,10,0,0,5.33,3.34,170.18,68.0,Orthodox,0.44,0.62,1.1,0.4,0.75,0.2,145,1989,16,8,0,0,32,31
UFC Fight Night: Hermansson vs. Vettori,Matt Wiman,0.0,2,0,0,Jordan Leavitt,1.0,1,2,1,"Las Vegas, Nevada, USA",3,1,Lightweight,0,KO/TKO,2020,3.57,3.17,177.8,68.0,Orthodox,0.5,0.51,1.5,0.37,2.13,0.56,155,1983,16,10,0,0,1.12,1.33,175.26,71.0,Southpaw,0.6,0.46,0.8,0.4,3.06,0.0,155,1995,8,1,0,0,37,25
UFC Fight Night: Hermansson vs. Vettori,Jack Hermansson,0.35,346,7,2,Marvin Vettori,0.49,334,1,0,"Las Vegas, Nevada, USA",5,5,Middleweight,0,U-DEC,2020,3.36,4.86,185.42,77.0,Orthodox,0.45,0.54,0.6,0.36,2.09,0.75,185,1988,22,6,0,0,3.04,3.88,182.88,74.0,Southpaw,0.43,0.63,0.7,0.47,2.24,0.78,185,1993,17,5,1,0,32,27
UFC 254: Khabib vs. Gaethje,Da-Un Jung,0.44,126,3,0,Sam Alvey,0.35,166,0,0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,3,Light Heavyweight,1,S-DEC,2020,3.9,3.95,193.04,78.0,Orthodox,0.45,0.54,0.3,0.61,2.79,0.88,205,1993,14,2,1,0,3.52,3.29,187.96,75.0,Southpaw,0.44,0.53,0.1,0.16,0.07,0.81,185,1986,33,16,1,1,27,34
UFC 254: Khabib vs. Gaethje,Joel Alvarez,0.66,6,0,0,Alexander Yakovlev,1.0,1,1,1,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,1,Lightweight,1,SUB,2020,3.31,2.84,190.5,77.0,Orthodox,0.37,0.53,1.6,0.0,0.0,0.0,155,1994,18,2,0,0,2.41,1.74,190.5,74.0,Southpaw,0.47,0.58,0.1,0.35,1.66,0.72,155,1984,24,10,1,0,26,36
UFC Fight Night: Hermansson vs. Vettori,Jamahal Hill,0.5,72,0,0,Ovince Saint Preux,0.53,128,0,0,"Las Vegas, Nevada, USA",3,2,Light Heavyweight,1,KO/TKO,2020,3.6,7.5,193.04,79.0,Southpaw,0.52,0.45,0.0,0.0,0.0,0.57,205,1991,8,1,0,1,3.07,2.65,190.5,80.0,Southpaw,0.46,0.45,0.6,0.38,1.21,0.66,205,1983,25,16,0,0,29,37
UFC 254: Khabib vs. Gaethje,Miranda Maverick,0.37,80,0,0,Liana Jojua,0.51,95,0,0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,1,Women's Flyweight,1,KO/TKO,2020,2.66,4.77,160.02,65.0,Southpaw,0.43,0.64,0.0,0.8,1.71,0.7,125,1997,11,3,0,0,4.86,2.53,162.56,62.0,Orthodox,0.39,0.48,2.2,0.66,1.49,0.5,125,1995,8,4,0,0,23,25
UFC 254: Khabib vs. Gaethje,Alex Oliveira,0.5,18,2,0,Shavkat Rakhmonov,0.52,25,2,0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,1,Welterweight,0,SUB,2020,2.23,2.86,180.34,76.0,Orthodox,0.5,0.48,0.6,0.37,2.37,0.63,170,1988,22,10,1,2,1.27,2.87,185.42,77.0,Orthodox,0.56,0.53,2.5,0.33,1.27,1.0,170,1994,14,0,0,0,32,26
UFC 254: Khabib vs. Gaethje,Stefan Struve,0.68,19,1,0,Tai Tuivasa,0.64,42,0,0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,1,Heavyweight,0,KO/TKO,2020,4.04,3.12,210.82,84.0,Orthodox,0.47,0.46,1.7,0.46,0.56,0.55,265,1988,33,13,0,0,3.48,4.48,187.96,75.0,Southpaw,0.5,0.51,0.0,0.0,0.0,0.46,264,1993,13,3,0,0,32,27
UFC 254: Khabib vs. Gaethje,Ion Cutelaba,0.51,41,0,0,Magomed Ankalaev,0.3,36,0,0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,1,Light Heavyweight,0,KO/TKO,2020,3.8,5.03,185.42,75.0,Southpaw,0.4,0.47,0.0,0.57,3.69,0.78,205,1993,15,6,1,1,1.78,3.41,190.5,75.0,Orthodox,0.53,0.65,0.0,0.33,1.18,0.85,205,1992,15,1,0,0,27,28
UFC 254: Khabib vs. Gaethje,Alexander Volkov,0.61,73,0,0,Walt Harris,0.27,58,1,0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,2,Heavyweight,1,KO/TKO,2020,2.88,4.84,200.66,80.0,Orthodox,0.57,0.54,0.2,0.7,0.57,0.67,250,1988,33,9,0,0,3.33,3.05,195.57999999999998,77.0,Southpaw,0.39,0.54,0.1,0.28,0.29,0.7,250,1983,13,10,0,1,32,37
UFC 254: Khabib vs. Gaethje,Nathaniel Wood,0.42,321,3,0,Casey Kenney,0.49,247,6,2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,3,Catch Weight,0,U-DEC,2020,4.36,6.28,167.64000000000001,69.0,Orthodox,0.46,0.53,0.9,0.46,1.29,0.75,140,1993,17,5,0,0,4.67,4.85,170.18,68.0,Southpaw,0.42,0.58,0.4,0.35,1.09,0.61,135,1991,16,4,1,0,27,29
UFC 254: Khabib vs. Gaethje,Justin Gaethje,0.32,80,3,2,Khabib Nurmagomedov,0.64,45,0,0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",5,2,Lightweight,0,SUB,2020,7.99,7.46,180.34,70.0,Orthodox,0.59,0.55,0.0,0.0,0.0,0.69,155,1988,22,3,0,0,1.75,4.1,177.8,70.0,Orthodox,0.48,0.65,0.8,0.48,5.32,0.84,155,1988,29,0,0,0,32,32
UFC 254: Khabib vs. Gaethje,Phil Hawes,0.0,2,0,0,Jacob Malkoun,0.63,11,0,0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,1,Middleweight,1,KO/TKO,2020,3.29,3.44,182.88,77.0,Orthodox,0.58,0.52,0.4,0.38,2.7,1.0,185,1989,11,2,0,0,1.83,1.76,175.26,73.0,Orthodox,0.47,0.51,2.0,0.33,7.84,0.0,185,1995,5,1,0,0,31,25
UFC 254: Khabib vs. Gaethje,Liliya Shakirova,0.25,85,1,1,Lauren Murphy,0.3,75,3,0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,2,Women's Flyweight,0,SUB,2020,2.58,2.7,162.56,65.0,Orthodox,0.3,0.74,0.0,0.0,0.0,0.0,125,1991,8,2,0,0,4.25,3.95,165.1,67.0,Orthodox,0.4,0.61,0.1,0.34,1.16,0.7,125,1983,15,4,0,0,29,37
UFC 254: Khabib vs. Gaethje,Jared Cannonier,0.45,151,2,0,Robert Whittaker,0.59,89,0,0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,3,Middleweight,0,U-DEC,2020,3.19,3.6,180.34,77.0,Switch,0.49,0.64,0.0,0.33,0.12,0.62,185,1984,14,5,0,0,3.34,4.68,182.88,73.0,Orthodox,0.41,0.61,0.0,0.34,0.64,0.83,185,1990,24,5,0,0,36,30
UFC 255: Figueiredo vs. Perez,Ariane Lipski,0.68,57,3,1,Antonina Shevchenko,0.57,26,3,0,"Las Vegas, Nevada, USA",3,2,Women's Flyweight,0,KO/TKO,2020,4.25,2.76,167.64000000000001,67.0,Orthodox,0.33,0.48,0.5,0.25,0.23,0.42,125,1994,13,7,0,0,2.77,3.87,172.72,67.0,Southpaw,0.56,0.5,0.6,0.6,0.57,0.5,125,1984,9,3,0,0,26,36
UFC 255: Figueiredo vs. Perez,Brandon Royval,0.47,34,2,2,Brandon Moreno,0.32,52,0,0,"Las Vegas, Nevada, USA",3,1,Flyweight,0,KO/TKO,2020,2.98,3.44,175.26,68.0,Southpaw,0.41,0.46,1.7,1.0,1.16,0.52,125,1992,12,6,0,0,3.29,3.44,170.18,70.0,Orthodox,0.39,0.58,0.8,0.47,2.05,0.65,125,1993,19,5,2,0,28,27
UFC 255: Figueiredo vs. Perez,Mauricio Rua,0.35,28,0,0,Paul Craig,0.5,57,8,4,"Las Vegas, Nevada, USA",3,2,Light Heavyweight,0,KO/TKO,2020,2.71,3.57,185.42,76.0,Orthodox,0.5,0.54,0.8,0.48,2.12,0.47,205,1981,27,12,1,0,2.39,2.59,190.5,76.0,Orthodox,0.51,0.5,1.9,0.25,2.06,0.55,205,1987,15,4,1,0,39,33
UFC 255: Figueiredo vs. Perez,Alex Perez,0.62,8,0,0,Deiveson Figueiredo,0.42,14,2,0,"Las Vegas, Nevada, USA",5,1,Flyweight,0,SUB,2020,3.08,4.62,167.64000000000001,65.0,Orthodox,0.47,0.61,1.3,0.45,2.92,0.87,125,1992,24,6,0,0,3.4,3.24,165.1,68.0,Orthodox,0.56,0.49,2.1,0.52,1.54,0.58,125,1987,20,2,1,0,28,33
UFC 255: Figueiredo vs. Perez,Joaquin Buckley,0.53,80,2,0,Jordan Wright,0.38,47,1,0,"Las Vegas, Nevada, USA",3,2,Middleweight,1,KO/TKO,2020,5.46,4.58,177.8,76.0,Southpaw,0.36,0.51,0.0,0.16,0.6,1.0,185,1994,12,4,0,0,7.49,7.13,187.96,77.0,Orthodox,0.6,0.39,0.0,0.0,0.0,1.0,205,1991,12,1,0,1,26,29
UFC 255: Figueiredo vs. Perez,Jennifer Maia,0.52,119,6,5,Valentina Shevchenko,0.4,88,2,1,"Las Vegas, Nevada, USA",5,5,Women's Flyweight,0,U-DEC,2020,3.97,3.8,162.56,64.0,Orthodox,0.38,0.55,0.1,0.5,0.29,0.53,125,1988,19,7,1,0,1.99,3.02,165.1,66.0,Southpaw,0.51,0.62,0.4,0.63,2.64,0.77,125,1988,21,3,0,0,32,32
UFC 255: Figueiredo vs. Perez,Mike Perry,0.39,161,5,1,Tim Means,0.66,192,1,0,"Las Vegas, Nevada, USA",3,3,Welterweight,0,U-DEC,2020,5.16,4.32,177.8,71.0,Orthodox,0.47,0.52,0.2,0.4,0.81,0.78,170,1991,14,8,0,0,3.58,5.06,187.96,75.0,Orthodox,0.48,0.61,0.2,0.39,0.92,0.66,170,1984,32,12,1,1,29,36
UFC 255: Figueiredo vs. Perez,Cynthia Calvillo,0.3,230,1,0,Katlyn Chookagian,0.3,197,4,1,"Las Vegas, Nevada, USA",3,3,Women's Flyweight,0,U-DEC,2020,3.52,4.18,162.56,64.0,Orthodox,0.41,0.67,1.1,0.44,1.85,0.71,125,1987,9,2,1,0,4.37,4.57,175.26,68.0,Orthodox,0.35,0.62,0.4,0.15,0.25,0.52,125,1988,16,4,0,0,33,32
UFC Fight Night: Moraes vs. Sandhagen,Giga Chikadze,0.41,157,1,0,Omar Morales,0.26,128,0,0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,3,Featherweight,1,U-DEC,2020,2.69,3.76,182.88,74.0,Orthodox,0.45,0.61,0.3,0.33,0.33,0.68,145,1988,14,2,0,0,3.01,3.66,180.34,73.0,Orthodox,0.37,0.63,0.0,1.0,0.68,0.87,145,1985,11,1,0,0,32,35
UFC Fight Night: Moraes vs. Sandhagen,Bruno Silva,0.41,114,8,4,Tagir Ulanbekov,0.37,122,11,5,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,3,Flyweight,0,U-DEC,2020,3.23,2.98,162.56,65.0,Orthodox,0.46,0.58,0.0,0.31,2.89,0.64,125,1990,12,5,2,1,3.13,3.07,170.18,70.0,Southpaw,0.37,0.58,0.0,0.45,5.0,0.5,125,1991,13,1,0,0,30,29
UFC Fight Night: Moraes vs. Sandhagen,Joaquin Buckley,0.35,79,0,0,Impa Kasanganay,0.3,94,2,1,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,2,Middleweight,1,KO/TKO,2020,5.46,4.58,177.8,76.0,Southpaw,0.36,0.51,0.0,0.16,0.6,1.0,185,1994,12,4,0,0,3.41,5.08,180.34,75.0,Orthodox,0.49,0.59,0.3,0.58,1.83,0.63,170,1994,9,1,0,0,26,26
UFC Fight Night: Moraes vs. Sandhagen,Ilia Topuria,0.32,53,2,0,Youssef Zalal,0.39,33,9,5,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,3,Featherweight,1,U-DEC,2020,1.92,2.77,170.18,69.0,Orthodox,0.48,0.64,3.4,0.55,3.35,1.0,145,1997,11,0,0,0,1.74,2.51,177.8,72.0,Switch,0.5,0.64,1.2,0.29,2.33,0.56,145,1996,10,5,0,0,23,24
UFC Fight Night: Moraes vs. Sandhagen,Ali AlQaisi,0.43,67,15,5,Tony Kelley,0.37,62,0,0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,3,Bantamweight,0,U-DEC,2020,1.97,2.43,167.64000000000001,68.0,Orthodox,0.42,0.56,1.0,0.29,3.5,0.6,135,1990,8,5,0,0,4.77,4.57,175.26,70.0,Switch,0.47,0.43,2.0,0.0,0.0,0.5,135,1987,7,2,0,0,30,33
UFC Fight Night: Moraes vs. Sandhagen,Tracy Cortez,0.47,42,5,3,Stephanie Egger,0.31,32,6,1,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,3,Women's Bantamweight,1,U-DEC,2020,2.4,3.85,165.1,65.0,Orthodox,0.55,0.59,0.2,0.46,3.0,0.87,135,1993,9,1,0,0,1.33,0.67,167.64000000000001,68.0,Orthodox,0.31,0.52,0.0,0.16,1.0,0.4,135,1988,5,2,0,0,27,32
UFC Fight Night: Moraes vs. Sandhagen,Tom Breese,0.62,27,0,0,KB Bhullar,0.13,15,0,0,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3,1,Middleweight,1,KO/TKO,2020,2.81,3.34,190.5,73.0,Southpaw,0.5,0.6,1.1,0.0,0.0,0.7,185,1991,12,3,0,0,5.39,4.31,193.04,78.0,Switch,0.49,0.45,0.0,0.0,0.0,0.0,185,1991,8,2,0,0,29,29
